År;Läkemedel;Region;Kön;Ålder;Antal patienter;Patienter/1000 invånare;Antal expedieringar;Expedieringar/1000 invånare;Befolkning
2014;N06BA09 Atomoxetin;Kalmar län;Män;0­19;108;4,31;739;29,46;25087
2014;N06BA09 Atomoxetin;Kalmar län;Kvinnor;0­19;51;2,15;316;13,34;23683
2014;N06BA09 Atomoxetin;Kalmar län;Båda könen;0­19;159;3,26;1055;21,63;48770
2014;N06BA09 Atomoxetin;Gotlands län;Män;0­19;48;7,98;302;50,18;6018
2014;N06BA09 Atomoxetin;Gotlands län;Kvinnor;0­19;30;5,25;196;34,33;5709
2014;N06BA09 Atomoxetin;Gotlands län;Båda könen;0­19;78;6,65;498;42,47;11727
2014;N06BA09 Atomoxetin;Blekinge län;Män;0­19;85;4,96;598;34,88;17144
2014;N06BA09 Atomoxetin;Blekinge län;Kvinnor;0­19;28;1,77;171;10,79;15848
2014;N06BA09 Atomoxetin;Blekinge län;Båda könen;0­19;113;3,43;769;23,31;32992
2014;N06BA09 Atomoxetin;Skåne län;Män;0­19;718;4,82;4413;29,62;148964
2014;N06BA09 Atomoxetin;Skåne län;Kvinnor;0­19;288;2,04;1569;11,11;141214
2014;N06BA09 Atomoxetin;Skåne län;Båda könen;0­19;1006;3,47;5982;20,61;290178
2014;N06BA09 Atomoxetin;Hallands län;Män;0­19;265;7,16;1523;41,15;37013
2014;N06BA09 Atomoxetin;Hallands län;Kvinnor;0­19;116;3,33;673;19,35;34788
2014;N06BA09 Atomoxetin;Hallands län;Båda könen;0­19;381;5,31;2196;30,58;71801
2014;N06BA09 Atomoxetin;Västra Götalands län;Män;0­19;723;3,85;4600;24,46;188036
2014;N06BA09 Atomoxetin;Västra Götalands län;Kvinnor;0­19;297;1,67;1731;9,74;177706
2014;N06BA09 Atomoxetin;Västra Götalands län;Båda könen;0­19;1020;2,79;6331;17,31;365742
2014;N06BA09 Atomoxetin;Värmlands län;Män;0­19;62;2,10;432;14,66;29465
2014;N06BA09 Atomoxetin;Värmlands län;Kvinnor;0­19;24;0,86;146;5,24;27852
2014;N06BA09 Atomoxetin;Värmlands län;Båda könen;0­19;86;1,50;578;10,08;57317
2014;N06BA09 Atomoxetin;Örebro län;Män;0­19;164;4,92;1070;32,10;33336
2014;N06BA09 Atomoxetin;Örebro län;Kvinnor;0­19;64;2,04;380;12,11;31381
2014;N06BA09 Atomoxetin;Örebro län;Båda könen;0­19;228;3,52;1450;22,41;64717
2014;N06BA09 Atomoxetin;Västmanlands län;Män;0­19;126;4,24;761;25,59;29742
2014;N06BA09 Atomoxetin;Västmanlands län;Kvinnor;0­19;33;1,17;198;7,02;28190
2014;N06BA09 Atomoxetin;Västmanlands län;Båda könen;0­19;159;2,74;959;16,55;57932
2014;N06BA09 Atomoxetin;Dalarnas län;Män;0­19;193;6,27;1240;40,27;30794
2014;N06BA09 Atomoxetin;Dalarnas län;Kvinnor;0­19;81;2,79;440;15,16;29016
2014;N06BA09 Atomoxetin;Dalarnas län;Båda könen;0­19;274;4,58;1680;28,09;59810
2014;N06BA09 Atomoxetin;Gävleborgs län;Män;0­19;233;7,61;1409;46,00;30633
2014;N06BA09 Atomoxetin;Gävleborgs län;Kvinnor;0­19;115;3,98;648;22,45;28862
2014;N06BA09 Atomoxetin;Gävleborgs län;Båda könen;0­19;348;5,85;2057;34,57;59495
2014;N06BA09 Atomoxetin;Västernorrlands län;Män;0­19;144;5,39;923;34,55;26717
2014;N06BA09 Atomoxetin;Västernorrlands län;Kvinnor;0­19;58;2,27;343;13,43;25543
2014;N06BA09 Atomoxetin;Västernorrlands län;Båda könen;0­19;202;3,87;1266;24,23;52260
2014;N06BA09 Atomoxetin;Jämtlands län;Män;0­19;39;2,80;258;18,51;13940
2014;N06BA09 Atomoxetin;Jämtlands län;Kvinnor;0­19;9;0,68;62;4,68;13253
2014;N06BA09 Atomoxetin;Jämtlands län;Båda könen;0­19;48;1,77;320;11,77;27193
2014;N06BA09 Atomoxetin;Västerbottens län;Män;0­19;195;6,64;1132;38,55;29364
2014;N06BA09 Atomoxetin;Västerbottens län;Kvinnor;0­19;82;2,97;417;15,08;27645
2014;N06BA09 Atomoxetin;Västerbottens län;Båda könen;0­19;277;4,86;1549;27,17;57009
2014;N06BA09 Atomoxetin;Norrbottens län;Män;0­19;144;5,38;826;30,87;26758
2014;N06BA09 Atomoxetin;Norrbottens län;Kvinnor;0­19;53;2,14;284;11,44;24815
2014;N06BA09 Atomoxetin;Norrbottens län;Båda könen;0­19;197;3,82;1110;21,52;51573
2014;N06BA12 Lisdexamfetamin;Riket;Män;0­19;2447;2,17;8580;7,62;1126350
2014;N06BA12 Lisdexamfetamin;Riket;Kvinnor;0­19;1129;1,06;3849;3,62;1063378
2014;N06BA12 Lisdexamfetamin;Riket;Båda könen;0­19;3576;1,63;12429;5,68;2189728
2014;N06BA12 Lisdexamfetamin;Stockholms län;Män;0­19;629;2,37;2158;8,12;265735
2014;N06BA12 Lisdexamfetamin;Stockholms län;Kvinnor;0­19;300;1,19;973;3,87;251268
2014;N06BA12 Lisdexamfetamin;Stockholms län;Båda könen;0­19;929;1,80;3131;6,06;517003
2014;N06BA12 Lisdexamfetamin;Uppsala län;Män;0­19;158;3,89;587;14,45;40611
2014;N06BA12 Lisdexamfetamin;Uppsala län;Kvinnor;0­19;62;1,63;187;4,92;38039
2014;N06BA12 Lisdexamfetamin;Uppsala län;Båda könen;0­19;220;2,80;774;9,84;78650
2014;N06BA12 Lisdexamfetamin;Södermanlands län;Män;0­19;194;5,90;777;23,62;32901
2014;N06BA12 Lisdexamfetamin;Södermanlands län;Kvinnor;0­19;86;2,77;330;10,65;30996
2014;N06BA12 Lisdexamfetamin;Södermanlands län;Båda könen;0­19;280;4,38;1107;17,32;63897
2014;N06BA12 Lisdexamfetamin;Östergötlands län;Män;0­19;78;1,53;243;4,78;50833
2014;N06BA12 Lisdexamfetamin;Östergötlands län;Kvinnor;0­19;46;0,96;185;3,85;48060
2014;N06BA12 Lisdexamfetamin;Östergötlands län;Båda könen;0­19;124;1,25;428;4,33;98893
2014;N06BA12 Lisdexamfetamin;Jönköpings län;Män;0­19;54;1,31;195;4,73;41224
2014;N06BA12 Lisdexamfetamin;Jönköpings län;Kvinnor;0­19;26;0,67;106;2,73;38835
2014;N06BA12 Lisdexamfetamin;Jönköpings län;Båda könen;0­19;80;1,00;301;3,76;80059
2014;N06BA12 Lisdexamfetamin;Kronobergs län;Män;0­19;25;1,13;127;5,76;22035
2014;N06BA12 Lisdexamfetamin;Kronobergs län;Kvinnor;0­19;7;0,34;21;1,02;20675
2014;N06BA12 Lisdexamfetamin;Kronobergs län;Båda könen;0­19;32;0,75;148;3,47;42710
2014;N06BA12 Lisdexamfetamin;Kalmar län;Män;0­19;15;0,60;49;1,95;25087
2014;N06BA12 Lisdexamfetamin;Kalmar län;Kvinnor;0­19;7;0,30;23;0,97;23683
2014;N06BA12 Lisdexamfetamin;Kalmar län;Båda könen;0­19;22;0,45;72;1,48;48770
2014;N06BA12 Lisdexamfetamin;Gotlands län;Män;0­19;12;1,99;34;5,65;6018
2014;N06BA12 Lisdexamfetamin;Gotlands län;Kvinnor;0­19;5;0,88;10;1,75;5709
2014;N06BA12 Lisdexamfetamin;Gotlands län;Båda könen;0­19;17;1,45;44;3,75;11727
2014;N06BA12 Lisdexamfetamin;Blekinge län;Män;0­19;51;2,97;165;9,62;17144
2014;N06BA12 Lisdexamfetamin;Blekinge län;Kvinnor;0­19;22;1,39;95;5,99;15848
2014;N06BA12 Lisdexamfetamin;Blekinge län;Båda könen;0­19;73;2,21;260;7,88;32992
2014;N06BA12 Lisdexamfetamin;Skåne län;Män;0­19;207;1,39;599;4,02;148964
2014;N06BA12 Lisdexamfetamin;Skåne län;Kvinnor;0­19;94;0,67;311;2,20;141214
2014;N06BA12 Lisdexamfetamin;Skåne län;Båda könen;0­19;301;1,04;910;3,14;290178
2014;N06BA12 Lisdexamfetamin;Hallands län;Män;0­19;170;4,59;622;16,80;37013
2014;N06BA12 Lisdexamfetamin;Hallands län;Kvinnor;0­19;70;2,01;242;6,96;34788
2014;N06BA12 Lisdexamfetamin;Hallands län;Båda könen;0­19;240;3,34;864;12,03;71801
2014;N06BA12 Lisdexamfetamin;Västra Götalands län;Män;0­19;463;2,46;1682;8,95;188036
2014;N06BA12 Lisdexamfetamin;Västra Götalands län;Kvinnor;0­19;207;1,16;797;4,48;177706
2014;N06BA12 Lisdexamfetamin;Västra Götalands län;Båda könen;0­19;670;1,83;2479;6,78;365742
2014;N06BA12 Lisdexamfetamin;Värmlands län;Män;0­19;25;0,85;67;2,27;29465
2014;N06BA12 Lisdexamfetamin;Värmlands län;Kvinnor;0­19;14;0,50;45;1,62;27852
2014;N06BA12 Lisdexamfetamin;Värmlands län;Båda könen;0­19;39;0,68;112;1,95;57317
2014;N06BA12 Lisdexamfetamin;Örebro län;Män;0­19;39;1,17;113;3,39;33336
2014;N06BA12 Lisdexamfetamin;Örebro län;Kvinnor;0­19;17;0,54;38;1,21;31381
2014;N06BA12 Lisdexamfetamin;Örebro län;Båda könen;0­19;56;0,87;151;2,33;64717
2014;N06BA12 Lisdexamfetamin;Västmanlands län;Män;0­19;53;1,78;158;5,31;29742
2014;N06BA12 Lisdexamfetamin;Västmanlands län;Kvinnor;0­19;27;0,96;65;2,31;28190
2014;N06BA12 Lisdexamfetamin;Västmanlands län;Båda könen;0­19;80;1,38;223;3,85;57932
2014;N06BA12 Lisdexamfetamin;Dalarnas län;Män;0­19;55;1,79;178;5,78;30794
2014;N06BA12 Lisdexamfetamin;Dalarnas län;Kvinnor;0­19;23;0,79;63;2,17;29016
2014;N06BA12 Lisdexamfetamin;Dalarnas län;Båda könen;0­19;78;1,30;241;4,03;59810
2014;N06BA12 Lisdexamfetamin;Gävleborgs län;Män;0­19;84;2,74;303;9,89;30633
2014;N06BA12 Lisdexamfetamin;Gävleborgs län;Kvinnor;0­19;40;1,39;109;3,78;28862
2014;N06BA12 Lisdexamfetamin;Gävleborgs län;Båda könen;0­19;124;2,08;412;6,92;59495
2014;N06BA12 Lisdexamfetamin;Västernorrlands län;Män;0­19;9;0,34;26;0,97;26717
2014;N06BA12 Lisdexamfetamin;Västernorrlands län;Kvinnor;0­19;13;0,51;56;2,19;25543
2014;N06BA12 Lisdexamfetamin;Västernorrlands län;Båda könen;0­19;22;0,42;82;1,57;52260
2014;N06BA12 Lisdexamfetamin;Jämtlands län;Män;0­19;10;0,72;32;2,30;13940
2014;N06BA12 Lisdexamfetamin;Jämtlands län;Kvinnor;0­19;2;0,15;2;0,15;13253
2014;N06BA12 Lisdexamfetamin;Jämtlands län;Båda könen;0­19;12;0,44;34;1,25;27193
2014;N06BA12 Lisdexamfetamin;Västerbottens län;Män;0­19;99;3,37;378;12,87;29364
2014;N06BA12 Lisdexamfetamin;Västerbottens län;Kvinnor;0­19;49;1,77;139;5,03;27645
2014;N06BA12 Lisdexamfetamin;Västerbottens län;Båda könen;0­19;148;2,60;517;9,07;57009
2014;N06BA12 Lisdexamfetamin;Norrbottens län;Män;0­19;24;0,90;52;1,94;26758
2014;N06BA12 Lisdexamfetamin;Norrbottens län;Kvinnor;0­19;11;0,44;41;1,65;24815
2014;N06BA12 Lisdexamfetamin;Norrbottens län;Båda könen;0­19;35;0,68;93;1,80;51573
2013;C02AC02 Guanfacin;Riket;Män;0­19;68;0,06;83;0,07;1118786
2013;C02AC02 Guanfacin;Riket;Kvinnor;0­19;11;0,01;12;0,01;1057700
2013;C02AC02 Guanfacin;Riket;Båda könen;0­19;79;0,04;95;0,04;2176486
2013;C02AC02 Guanfacin;Stockholms län;Män;0­19;8;0,03;10;0,04;261925
2013;C02AC02 Guanfacin;Stockholms län;Kvinnor;0­19;2;0,01;2;0,01;248038
2013;C02AC02 Guanfacin;Stockholms län;Båda könen;0­19;10;0,02;12;0,02;509963
2013;C02AC02 Guanfacin;Uppsala län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Uppsala län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Uppsala län;Båda könen;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Södermanlands län;Män;0­19;2;0,06;4;0,12;32478
2013;C02AC02 Guanfacin;Södermanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Södermanlands län;Båda könen;0­19;2;0,03;4;0,06;63280
2013;C02AC02 Guanfacin;Östergötlands län;Män;0­19;1;0,02;2;0,04;50566
2013;C02AC02 Guanfacin;Östergötlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Östergötlands län;Båda könen;0­19;1;0,01;2;0,02;98264
2013;C02AC02 Guanfacin;Jönköpings län;Män;0­19;1;0,02;1;0,02;41039
2013;C02AC02 Guanfacin;Jönköpings län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Jönköpings län;Båda könen;0­19;1;0,01;1;0,01;79865
2013;C02AC02 Guanfacin;Kronobergs län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Kronobergs län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Kronobergs län;Båda könen;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Kalmar län;Män;0­19;2;0,08;2;0,08;25209
2013;C02AC02 Guanfacin;Kalmar län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Kalmar län;Båda könen;0­19;2;0,04;2;0,04;49109
2013;C02AC02 Guanfacin;Gotlands län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Gotlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Gotlands län;Båda könen;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Blekinge län;Män;0­19;3;0,18;3;0,18;17083
2013;C02AC02 Guanfacin;Blekinge län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Blekinge län;Båda könen;0­19;3;0,09;3;0,09;32846
2013;C02AC02 Guanfacin;Skåne län;Män;0­19;5;0,03;5;0,03;147728
2013;C02AC02 Guanfacin;Skåne län;Kvinnor;0­19;2;0,01;2;0,01;140105
2013;C02AC02 Guanfacin;Skåne län;Båda könen;0­19;7;0,02;7;0,02;287833
2013;C02AC02 Guanfacin;Hallands län;Män;0­19;19;0,51;24;0,65;37082
2013;C02AC02 Guanfacin;Hallands län;Kvinnor;0­19;3;0,09;4;0,11;34867
2013;C02AC02 Guanfacin;Hallands län;Båda könen;0­19;22;0,31;28;0,39;71949
2013;C02AC02 Guanfacin;Västra Götalands län;Män;0­19;17;0,09;20;0,11;186803
2013;C02AC02 Guanfacin;Västra Götalands län;Kvinnor;0­19;2;0,01;2;0,01;176709
2013;C02AC02 Guanfacin;Västra Götalands län;Båda könen;0­19;19;0,05;22;0,06;363512
2013;C02AC02 Guanfacin;Värmlands län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Värmlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Värmlands län;Båda könen;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Örebro län;Män;0­19;3;0,09;3;0,09;33075
2013;C02AC02 Guanfacin;Örebro län;Kvinnor;0­19;1;0,03;1;0,03;31129
2013;C02AC02 Guanfacin;Örebro län;Båda könen;0­19;4;0,06;4;0,06;64204
2013;C02AC02 Guanfacin;Västmanlands län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Västmanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Västmanlands län;Båda könen;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Dalarnas län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Dalarnas län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Dalarnas län;Båda könen;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Gävleborgs län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Gävleborgs län;Kvinnor;0­19;1;0,03;1;0,03;28735
2013;C02AC02 Guanfacin;Gävleborgs län;Båda könen;0­19;1;0,02;1;0,02;59201
2013;C02AC02 Guanfacin;Västernorrlands län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Västernorrlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Västernorrlands län;Båda könen;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Jämtlands län;Män;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Jämtlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Jämtlands län;Båda könen;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Västerbottens län;Män;0­19;4;0,14;6;0,20;29404
2013;C02AC02 Guanfacin;Västerbottens län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Västerbottens län;Båda könen;0­19;4;0,07;6;0,10;57203
2013;C02AC02 Guanfacin;Norrbottens län;Män;0­19;3;0,11;3;0,11;26958
2013;C02AC02 Guanfacin;Norrbottens län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;C02AC02 Guanfacin;Norrbottens län;Båda könen;0­19;3;0,06;3;0,06;51978
2013;N06BA02 Dexamfetamin;Riket;Män;0­19;77;0,07;297;0,27;1118786
2013;N06BA02 Dexamfetamin;Riket;Kvinnor;0­19;29;0,03;81;0,08;1057700
2013;N06BA02 Dexamfetamin;Riket;Båda könen;0­19;106;0,05;378;0,17;2176486
2013;N06BA02 Dexamfetamin;Stockholms län;Män;0­19;29;0,11;101;0,39;261925
2013;N06BA02 Dexamfetamin;Stockholms län;Kvinnor;0­19;14;0,06;41;0,17;248038
2013;N06BA02 Dexamfetamin;Stockholms län;Båda könen;0­19;43;0,08;142;0,28;509963
2013;N06BA02 Dexamfetamin;Uppsala län;Män;0­19;7;0,17;39;0,96;40522
2013;N06BA02 Dexamfetamin;Uppsala län;Kvinnor;0­19;4;0,11;6;0,16;37978
2013;N06BA02 Dexamfetamin;Uppsala län;Båda könen;0­19;11;0,14;45;0,57;78500
2013;N06BA02 Dexamfetamin;Södermanlands län;Män;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Södermanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Södermanlands län;Båda könen;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Östergötlands län;Män;0­19;8;0,16;25;0,49;50566
2013;N06BA02 Dexamfetamin;Östergötlands län;Kvinnor;0­19;4;0,08;10;0,21;47698
2013;N06BA02 Dexamfetamin;Östergötlands län;Båda könen;0­19;12;0,12;35;0,36;98264
2013;N06BA02 Dexamfetamin;Jönköpings län;Män;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Jönköpings län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Jönköpings län;Båda könen;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Kronobergs län;Män;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Kronobergs län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Kronobergs län;Båda könen;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Kalmar län;Män;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Kalmar län;Kvinnor;0­19;2;0,08;9;0,38;23900
2013;N06BA02 Dexamfetamin;Kalmar län;Båda könen;0­19;2;0,04;9;0,18;49109
2013;N06BA02 Dexamfetamin;Gotlands län;Män;0­19;1;0,16;4;0,65;6112
2013;N06BA02 Dexamfetamin;Gotlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Gotlands län;Båda könen;0­19;1;0,08;4;0,34;11902
2013;N06BA02 Dexamfetamin;Blekinge län;Män;0­19;1;0,06;2;0,12;17083
2013;N06BA02 Dexamfetamin;Blekinge län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Blekinge län;Båda könen;0­19;1;0,03;2;0,06;32846
2013;N06BA02 Dexamfetamin;Skåne län;Män;0­19;3;0,02;5;0,03;147728
2013;N06BA02 Dexamfetamin;Skåne län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Skåne län;Båda könen;0­19;3;0,01;5;0,02;287833
2013;N06BA02 Dexamfetamin;Hallands län;Män;0­19;4;0,11;12;0,32;37082
2013;N06BA02 Dexamfetamin;Hallands län;Kvinnor;0­19;1;0,03;2;0,06;34867
2013;N06BA02 Dexamfetamin;Hallands län;Båda könen;0­19;5;0,07;14;0,19;71949
2013;N06BA02 Dexamfetamin;Västra Götalands län;Män;0­19;11;0,06;54;0,29;186803
2013;N06BA02 Dexamfetamin;Västra Götalands län;Kvinnor;0­19;1;0,01;2;0,01;176709
2013;N06BA02 Dexamfetamin;Västra Götalands län;Båda könen;0­19;12;0,03;56;0,15;363512
2013;N06BA02 Dexamfetamin;Värmlands län;Män;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Värmlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Värmlands län;Båda könen;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Örebro län;Män;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Örebro län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Örebro län;Båda könen;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Västmanlands län;Män;0­19;1;0,03;1;0,03;29314
2013;N06BA02 Dexamfetamin;Västmanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Västmanlands län;Båda könen;0­19;1;0,02;1;0,02;57323
2013;N06BA02 Dexamfetamin;Dalarnas län;Män;0­19;3;0,10;17;0,55;30757
2013;N06BA02 Dexamfetamin;Dalarnas län;Kvinnor;0­19;1;0,03;1;0,03;29043
2013;N06BA02 Dexamfetamin;Dalarnas län;Båda könen;0­19;4;0,07;18;0,30;59800
2013;N06BA02 Dexamfetamin;Gävleborgs län;Män;0­19;6;0,20;30;0,98;30466
2013;N06BA02 Dexamfetamin;Gävleborgs län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Gävleborgs län;Båda könen;0­19;6;0,10;30;0,51;59201
2013;N06BA02 Dexamfetamin;Västernorrlands län;Män;0­19;1;0,04;2;0,07;26875
2013;N06BA02 Dexamfetamin;Västernorrlands län;Kvinnor;0­19;1;0,04;3;0,12;25584
2013;N06BA02 Dexamfetamin;Västernorrlands län;Båda könen;0­19;2;0,04;5;0,10;52459
2013;N06BA02 Dexamfetamin;Jämtlands län;Män;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Jämtlands län;Kvinnor;0­19;1;0,07;2;0,15;13339
2013;N06BA02 Dexamfetamin;Jämtlands län;Båda könen;0­19;1;0,04;2;0,07;27289
2013;N06BA02 Dexamfetamin;Västerbottens län;Män;0­19;1;0,03;1;0,03;29404
2013;N06BA02 Dexamfetamin;Västerbottens län;Kvinnor;0­19;1;0,04;5;0,18;27799
2013;N06BA02 Dexamfetamin;Västerbottens län;Båda könen;0­19;2;0,03;6;0,10;57203
2013;N06BA02 Dexamfetamin;Norrbottens län;Män;0­19;1;0,04;4;0,15;26958
2013;N06BA02 Dexamfetamin;Norrbottens län;Kvinnor;0­19;0;0,00;0;0,00;0
2013;N06BA02 Dexamfetamin;Norrbottens län;Båda könen;0­19;1;0,02;4;0,08;51978
2013;N06BA04 Metylfenidat;Riket;Män;0­19;24651;22,03;157649;140,91;1118786
2013;N06BA04 Metylfenidat;Riket;Kvinnor;0­19;9954;9,41;59428;56,19;1057700
2013;N06BA04 Metylfenidat;Riket;Båda könen;0­19;34605;15,90;217077;99,74;2176486
2013;N06BA04 Metylfenidat;Stockholms län;Män;0­19;6707;25,61;41724;159,30;261925
2013;N06BA04 Metylfenidat;Stockholms län;Kvinnor;0­19;2781;11,21;15926;64,21;248038
2013;N06BA04 Metylfenidat;Stockholms län;Båda könen;0­19;9488;18,61;57650;113,05;509963
2013;N06BA04 Metylfenidat;Uppsala län;Män;0­19;1185;29,24;7486;184,74;40522
2013;N06BA04 Metylfenidat;Uppsala län;Kvinnor;0­19;468;12,32;2829;74,49;37978
2013;N06BA04 Metylfenidat;Uppsala län;Båda könen;0­19;1653;21,06;10315;131,40;78500
2013;N06BA04 Metylfenidat;Södermanlands län;Män;0­19;760;23,40;5249;161,62;32478
2013;N06BA04 Metylfenidat;Södermanlands län;Kvinnor;0­19;312;10,13;2108;68,44;30802
2013;N06BA04 Metylfenidat;Södermanlands län;Båda könen;0­19;1072;16,94;7357;116,26;63280
2013;N06BA04 Metylfenidat;Östergötlands län;Män;0­19;956;18,91;6127;121,17;50566
2013;N06BA04 Metylfenidat;Östergötlands län;Kvinnor;0­19;388;8,13;2263;47,44;47698
2013;N06BA04 Metylfenidat;Östergötlands län;Båda könen;0­19;1344;13,68;8390;85,38;98264
2013;N06BA04 Metylfenidat;Jönköpings län;Män;0­19;603;14,69;3710;90,40;41039
2013;N06BA04 Metylfenidat;Jönköpings län;Kvinnor;0­19;185;4,76;1065;27,43;38826
2013;N06BA04 Metylfenidat;Jönköpings län;Båda könen;0­19;788;9,87;4775;59,79;79865
2013;N06BA04 Metylfenidat;Kronobergs län;Män;0­19;307;14,07;2043;93,63;21821
2013;N06BA04 Metylfenidat;Kronobergs län;Kvinnor;0­19;121;5,90;852;41,56;20499
2013;N06BA04 Metylfenidat;Kronobergs län;Båda könen;0­19;428;10,11;2895;68,41;42320
2013;N06BA04 Metylfenidat;Kalmar län;Män;0­19;517;20,51;3343;132,61;25209
2013;N06BA04 Metylfenidat;Kalmar län;Kvinnor;0­19;212;8,87;1269;53,10;23900
2013;N06BA04 Metylfenidat;Kalmar län;Båda könen;0­19;729;14,84;4612;93,91;49109
2013;N06BA04 Metylfenidat;Gotlands län;Män;0­19;250;40,90;1293;211,55;6112
2013;N06BA04 Metylfenidat;Gotlands län;Kvinnor;0­19;145;25,04;720;124,35;5790
2013;N06BA04 Metylfenidat;Gotlands län;Båda könen;0­19;395;33,19;2013;169,13;11902
2013;N06BA04 Metylfenidat;Blekinge län;Män;0­19;285;16,68;1839;107,65;17083
2013;N06BA04 Metylfenidat;Blekinge län;Kvinnor;0­19;98;6,22;595;37,75;15763
2013;N06BA04 Metylfenidat;Blekinge län;Båda könen;0­19;383;11,66;2434;74,10;32846
2013;N06BA04 Metylfenidat;Skåne län;Män;0­19;2604;17,63;16193;109,61;147728
2013;N06BA04 Metylfenidat;Skåne län;Kvinnor;0­19;1006;7,18;5842;41,70;140105
2013;N06BA04 Metylfenidat;Skåne län;Båda könen;0­19;3610;12,54;22035;76,55;287833
2013;N06BA04 Metylfenidat;Hallands län;Män;0­19;1073;28,94;7273;196,13;37082
2013;N06BA04 Metylfenidat;Hallands län;Kvinnor;0­19;418;11,99;2630;75,43;34867
2013;N06BA04 Metylfenidat;Hallands län;Båda könen;0­19;1491;20,72;9903;137,64;71949
2013;N06BA04 Metylfenidat;Västra Götalands län;Män;0­19;3493;18,70;22148;118,56;186803
2013;N06BA04 Metylfenidat;Västra Götalands län;Kvinnor;0­19;1329;7,52;7611;43,07;176709
