År;Läkemedel;Region;Kön;Ålder;Antal patienter;Patienter/1000 invånare;Expedieringar/1000 invånare;Befolkning
2016;N06BA12 Lisdexamfetamin;Västernorrlands län;Kvinnor;0­19;87;3,39;14,27;25640
2016;N06BA12 Lisdexamfetamin;Västernorrlands län;Båda könen;0­19;235;4,46;18,25;52657
2016;N06BA12 Lisdexamfetamin;Jämtlands län;Män;0­19;65;4,63;16,89;14033
2016;N06BA12 Lisdexamfetamin;Jämtlands län;Kvinnor;0­19;28;2,10;7,89;13304
2016;N06BA12 Lisdexamfetamin;Jämtlands län;Båda könen;0­19;93;3,40;12,51;27337
2016;N06BA12 Lisdexamfetamin;Västerbottens län;Män;0­19;240;8,14;34,74;29478
2016;N06BA12 Lisdexamfetamin;Västerbottens län;Kvinnor;0­19;98;3,54;15,54;27670
2016;N06BA12 Lisdexamfetamin;Västerbottens län;Båda könen;0­19;338;5,91;25,44;57148
2016;N06BA12 Lisdexamfetamin;Norrbottens län;Män;0­19;190;7,14;32,28;26614
2016;N06BA12 Lisdexamfetamin;Norrbottens län;Kvinnor;0­19;93;3,79;18,28;24513
2016;N06BA12 Lisdexamfetamin;Norrbottens län;Båda könen;0­19;283;5,54;25,56;51127
2015;C02AC02 Guanfacin;Riket;Män;0­19;358;0,31;0,95;1137412
2015;C02AC02 Guanfacin;Riket;Kvinnor;0­19;88;0,08;0,25;1071857
2015;C02AC02 Guanfacin;Riket;Båda könen;0­19;446;0,20;0,61;2209269
2015;C02AC02 Guanfacin;Stockholms län;Män;0­19;55;0,20;0,64;269117
2015;C02AC02 Guanfacin;Stockholms län;Kvinnor;0­19;19;0,07;0,19;254543
2015;C02AC02 Guanfacin;Stockholms län;Båda könen;0­19;74;0,14;0,42;523660
2015;C02AC02 Guanfacin;Uppsala län;Män;0­19;20;0,49;1,05;40793
2015;C02AC02 Guanfacin;Uppsala län;Kvinnor;0­19;7;0,18;0,47;38251
2015;C02AC02 Guanfacin;Uppsala län;Båda könen;0­19;27;0,34;0,77;79044
2015;C02AC02 Guanfacin;Södermanlands län;Män;0­19;6;0,18;0,75;33355
2015;C02AC02 Guanfacin;Södermanlands län;Kvinnor;0­19;2;0,06;0,19;31443
2015;C02AC02 Guanfacin;Södermanlands län;Båda könen;0­19;8;0,12;0,48;64798
2015;C02AC02 Guanfacin;Östergötlands län;Män;0­19;11;0,21;0,84;51189
2015;C02AC02 Guanfacin;Östergötlands län;Kvinnor;0­19;3;0,06;0,17;48307
2015;C02AC02 Guanfacin;Östergötlands län;Båda könen;0­19;14;0,14;0,51;99496
2015;C02AC02 Guanfacin;Jönköpings län;Män;0­19;5;0,12;0,46;41596
2015;C02AC02 Guanfacin;Jönköpings län;Kvinnor;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Jönköpings län;Båda könen;0­19;5;0,06;0,24;80651
2015;C02AC02 Guanfacin;Kronobergs län;Män;0­19;5;0,22;0,80;22369
2015;C02AC02 Guanfacin;Kronobergs län;Kvinnor;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Kronobergs län;Båda könen;0­19;5;0,12;0,42;43367
2015;C02AC02 Guanfacin;Kalmar län;Män;0­19;5;0,20;0,51;25248
2015;C02AC02 Guanfacin;Kalmar län;Kvinnor;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Kalmar län;Båda könen;0­19;5;0,10;0,27;48998
2015;C02AC02 Guanfacin;Gotlands län;Män;0­19;1;0,17;0,17;5944
2015;C02AC02 Guanfacin;Gotlands län;Kvinnor;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Gotlands län;Båda könen;0­19;1;0,09;0,09;11565
2015;C02AC02 Guanfacin;Blekinge län;Män;0­19;40;2,30;6,77;17420
2015;C02AC02 Guanfacin;Blekinge län;Kvinnor;0­19;4;0,25;0,75;16064
2015;C02AC02 Guanfacin;Blekinge län;Båda könen;0­19;44;1,31;3,88;33484
2015;C02AC02 Guanfacin;Skåne län;Män;0­19;35;0,23;0,69;151045
2015;C02AC02 Guanfacin;Skåne län;Kvinnor;0­19;11;0,08;0,20;142869
2015;C02AC02 Guanfacin;Skåne län;Båda könen;0­19;46;0,16;0,45;293914
2015;C02AC02 Guanfacin;Hallands län;Män;0­19;55;1,47;4,61;37505
2015;C02AC02 Guanfacin;Hallands län;Kvinnor;0­19;14;0,40;1,51;35024
2015;C02AC02 Guanfacin;Hallands län;Båda könen;0­19;69;0,95;3,12;72529
2015;C02AC02 Guanfacin;Västra Götalands län;Män;0­19;79;0,42;1,16;190053
2015;C02AC02 Guanfacin;Västra Götalands län;Kvinnor;0­19;16;0,09;0,24;178909
2015;C02AC02 Guanfacin;Västra Götalands län;Båda könen;0­19;95;0,26;0,71;368962
2015;C02AC02 Guanfacin;Värmlands län;Män;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Värmlands län;Kvinnor;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Värmlands län;Båda könen;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Örebro län;Män;0­19;14;0,41;1,69;33770
2015;C02AC02 Guanfacin;Örebro län;Kvinnor;0­19;4;0,13;0,44;31593
2015;C02AC02 Guanfacin;Örebro län;Båda könen;0­19;18;0,28;1,09;65363
2015;C02AC02 Guanfacin;Västmanlands län;Män;0­19;2;0,07;0,27;30043
2015;C02AC02 Guanfacin;Västmanlands län;Kvinnor;0­19;3;0,11;0,32;28315
2015;C02AC02 Guanfacin;Västmanlands län;Båda könen;0­19;5;0,09;0,29;58358
2015;C02AC02 Guanfacin;Dalarnas län;Män;0­19;3;0,10;0,32;31055
2015;C02AC02 Guanfacin;Dalarnas län;Kvinnor;0­19;1;0,03;0,03;29129
2015;C02AC02 Guanfacin;Dalarnas län;Båda könen;0­19;4;0,07;0,18;60184
2015;C02AC02 Guanfacin;Gävleborgs län;Män;0­19;2;0,06;0,06;30894
2015;C02AC02 Guanfacin;Gävleborgs län;Kvinnor;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Gävleborgs län;Båda könen;0­19;2;0,03;0,03;59997
2015;C02AC02 Guanfacin;Västernorrlands län;Män;0­19;1;0,04;0,15;26789
2015;C02AC02 Guanfacin;Västernorrlands län;Kvinnor;0­19;1;0,04;0,12;25460
2015;C02AC02 Guanfacin;Västernorrlands län;Båda könen;0­19;2;0,04;0,13;52249
2015;C02AC02 Guanfacin;Jämtlands län;Män;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Jämtlands län;Kvinnor;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Jämtlands län;Båda könen;0­19;0;0,00;0,00;0
2015;C02AC02 Guanfacin;Västerbottens län;Män;0­19;14;0,48;1,16;29311
2015;C02AC02 Guanfacin;Västerbottens län;Kvinnor;0­19;2;0,07;0,29;27579
2015;C02AC02 Guanfacin;Västerbottens län;Båda könen;0­19;16;0,28;0,74;56890
2015;C02AC02 Guanfacin;Norrbottens län;Män;0­19;3;0,11;0,34;26590
2015;C02AC02 Guanfacin;Norrbottens län;Kvinnor;0­19;2;0,08;0,32;24662
2015;C02AC02 Guanfacin;Norrbottens län;Båda könen;0­19;5;0,10;0,33;51252
2015;N06BA02 Dexamfetamin;Riket;Män;0­19;112;0,10;0,16;1137412
2015;N06BA02 Dexamfetamin;Riket;Kvinnor;0­19;62;0,06;0,09;1071857
2015;N06BA02 Dexamfetamin;Riket;Båda könen;0­19;174;0,08;0,13;2209269
2015;N06BA02 Dexamfetamin;Stockholms län;Män;0­19;24;0,09;0,11;269117
2015;N06BA02 Dexamfetamin;Stockholms län;Kvinnor;0­19;16;0,06;0,09;254543
2015;N06BA02 Dexamfetamin;Stockholms län;Båda könen;0­19;40;0,08;0,10;523660
2015;N06BA02 Dexamfetamin;Uppsala län;Män;0­19;17;0,42;0,88;40793
2015;N06BA02 Dexamfetamin;Uppsala län;Kvinnor;0­19;5;0,13;0,13;38251
2015;N06BA02 Dexamfetamin;Uppsala län;Båda könen;0­19;22;0,28;0,52;79044
2015;N06BA02 Dexamfetamin;Södermanlands län;Män;0­19;7;0,21;0,27;33355
2015;N06BA02 Dexamfetamin;Södermanlands län;Kvinnor;0­19;2;0,06;0,16;31443
2015;N06BA02 Dexamfetamin;Södermanlands län;Båda könen;0­19;9;0,14;0,22;64798
2015;N06BA02 Dexamfetamin;Östergötlands län;Män;0­19;7;0,14;0,31;51189
2015;N06BA02 Dexamfetamin;Östergötlands län;Kvinnor;0­19;6;0,12;0,12;48307
2015;N06BA02 Dexamfetamin;Östergötlands län;Båda könen;0­19;13;0,13;0,22;99496
2015;N06BA02 Dexamfetamin;Jönköpings län;Män;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Jönköpings län;Kvinnor;0­19;1;0,03;0,05;39055
2015;N06BA02 Dexamfetamin;Jönköpings län;Båda könen;0­19;1;0,01;0,02;80651
2015;N06BA02 Dexamfetamin;Kronobergs län;Män;0­19;2;0,09;0,13;22369
2015;N06BA02 Dexamfetamin;Kronobergs län;Kvinnor;0­19;1;0,05;0,10;20998
2015;N06BA02 Dexamfetamin;Kronobergs län;Båda könen;0­19;3;0,07;0,12;43367
2015;N06BA02 Dexamfetamin;Kalmar län;Män;0­19;1;0,04;0,04;25248
2015;N06BA02 Dexamfetamin;Kalmar län;Kvinnor;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Kalmar län;Båda könen;0­19;1;0,02;0,02;48998
2015;N06BA02 Dexamfetamin;Gotlands län;Män;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Gotlands län;Kvinnor;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Gotlands län;Båda könen;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Blekinge län;Män;0­19;2;0,11;0,17;17420
2015;N06BA02 Dexamfetamin;Blekinge län;Kvinnor;0­19;2;0,12;0,25;16064
2015;N06BA02 Dexamfetamin;Blekinge län;Båda könen;0­19;4;0,12;0,21;33484
2015;N06BA02 Dexamfetamin;Skåne län;Män;0­19;6;0,04;0,07;151045
2015;N06BA02 Dexamfetamin;Skåne län;Kvinnor;0­19;4;0,03;0,04;142869
2015;N06BA02 Dexamfetamin;Skåne län;Båda könen;0­19;10;0,03;0,06;293914
2015;N06BA02 Dexamfetamin;Hallands län;Män;0­19;6;0,16;0,24;37505
2015;N06BA02 Dexamfetamin;Hallands län;Kvinnor;0­19;1;0,03;0,03;35024
2015;N06BA02 Dexamfetamin;Hallands län;Båda könen;0­19;7;0,10;0,14;72529
2015;N06BA02 Dexamfetamin;Västra Götalands län;Män;0­19;19;0,10;0,15;190053
2015;N06BA02 Dexamfetamin;Västra Götalands län;Kvinnor;0­19;6;0,03;0,05;178909
2015;N06BA02 Dexamfetamin;Västra Götalands län;Båda könen;0­19;25;0,07;0,10;368962
2015;N06BA02 Dexamfetamin;Värmlands län;Män;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Värmlands län;Kvinnor;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Värmlands län;Båda könen;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Örebro län;Män;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Örebro län;Kvinnor;0­19;2;0,06;0,09;31593
2015;N06BA02 Dexamfetamin;Örebro län;Båda könen;0­19;2;0,03;0,05;65363
2015;N06BA02 Dexamfetamin;Västmanlands län;Män;0­19;5;0,17;0,17;30043
2015;N06BA02 Dexamfetamin;Västmanlands län;Kvinnor;0­19;7;0,25;0,25;28315
2015;N06BA02 Dexamfetamin;Västmanlands län;Båda könen;0­19;12;0,21;0,21;58358
2015;N06BA02 Dexamfetamin;Dalarnas län;Män;0­19;1;0,03;0,03;31055
2015;N06BA02 Dexamfetamin;Dalarnas län;Kvinnor;0­19;1;0,03;0,03;29129
2015;N06BA02 Dexamfetamin;Dalarnas län;Båda könen;0­19;2;0,03;0,03;60184
2015;N06BA02 Dexamfetamin;Gävleborgs län;Män;0­19;9;0,29;0,78;30894
2015;N06BA02 Dexamfetamin;Gävleborgs län;Kvinnor;0­19;3;0,10;0,14;29103
2015;N06BA02 Dexamfetamin;Gävleborgs län;Båda könen;0­19;12;0,20;0,47;59997
2015;N06BA02 Dexamfetamin;Västernorrlands län;Män;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Västernorrlands län;Kvinnor;0­19;1;0,04;0,24;25460
2015;N06BA02 Dexamfetamin;Västernorrlands län;Båda könen;0­19;1;0,02;0,11;52249
2015;N06BA02 Dexamfetamin;Jämtlands län;Män;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Jämtlands län;Kvinnor;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Jämtlands län;Båda könen;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Västerbottens län;Män;0­19;5;0,17;0,20;29311
2015;N06BA02 Dexamfetamin;Västerbottens län;Kvinnor;0­19;4;0,15;0,54;27579
2015;N06BA02 Dexamfetamin;Västerbottens län;Båda könen;0­19;9;0,16;0,37;56890
2015;N06BA02 Dexamfetamin;Norrbottens län;Män;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Norrbottens län;Kvinnor;0­19;0;0,00;0,00;0
2015;N06BA02 Dexamfetamin;Norrbottens län;Båda könen;0­19;0;0,00;0,00;0
2015;N06BA04 Metylfenidat;Riket;Män;0­19;26595;23,38;150,53;1137412
2015;N06BA04 Metylfenidat;Riket;Kvinnor;0­19;11168;10,42;61,82;1071857
2015;N06BA04 Metylfenidat;Riket;Båda könen;0­19;37763;17,09;107,49;2209269
2015;N06BA04 Metylfenidat;Stockholms län;Män;0­19;7609;28,27;177,32;269117
2015;N06BA04 Metylfenidat;Stockholms län;Kvinnor;0­19;3374;13,26;74,27;254543
2015;N06BA04 Metylfenidat;Stockholms län;Båda könen;0­19;10983;20,97;127,23;523660
2015;N06BA04 Metylfenidat;Uppsala län;Män;0­19;1261;30,91;191,99;40793
2015;N06BA04 Metylfenidat;Uppsala län;Kvinnor;0­19;469;12,26;73,62;38251
2015;N06BA04 Metylfenidat;Uppsala län;Båda könen;0­19;1730;21,89;134,71;79044
2015;N06BA04 Metylfenidat;Södermanlands län;Män;0­19;805;24,13;160,01;33355
2015;N06BA04 Metylfenidat;Södermanlands län;Kvinnor;0­19;317;10,08;55,88;31443
2015;N06BA04 Metylfenidat;Södermanlands län;Båda könen;0­19;1122;17,32;109,48;64798
2015;N06BA04 Metylfenidat;Östergötlands län;Män;0­19;951;18,58;119,79;51189
2015;N06BA04 Metylfenidat;Östergötlands län;Kvinnor;0­19;369;7,64;45,98;48307
2015;N06BA04 Metylfenidat;Östergötlands län;Båda könen;0­19;1320;13,27;83,95;99496
2015;N06BA04 Metylfenidat;Jönköpings län;Män;0­19;641;15,41;101,07;41596
2015;N06BA04 Metylfenidat;Jönköpings län;Kvinnor;0­19;210;5,38;30,01;39055
2015;N06BA04 Metylfenidat;Jönköpings län;Båda könen;0­19;851;10,55;66,66;80651
2015;N06BA04 Metylfenidat;Kronobergs län;Män;0­19;301;13,46;108,19;22369
2015;N06BA04 Metylfenidat;Kronobergs län;Kvinnor;0­19;108;5,14;35,62;20998
2015;N06BA04 Metylfenidat;Kronobergs län;Båda könen;0­19;409;9,43;73,05;43367
2015;N06BA04 Metylfenidat;Kalmar län;Män;0­19;513;20,32;133,20;25248
2015;N06BA04 Metylfenidat;Kalmar län;Kvinnor;0­19;209;8,80;53,47;23750
2015;N06BA04 Metylfenidat;Kalmar län;Båda könen;0­19;722;14,74;94,55;48998
2015;N06BA04 Metylfenidat;Gotlands län;Män;0­19;221;37,18;196,00;5944
2015;N06BA04 Metylfenidat;Gotlands län;Kvinnor;0­19;110;19,57;96,07;5621
2015;N06BA04 Metylfenidat;Gotlands län;Båda könen;0­19;331;28,62;147,43;11565
2015;N06BA04 Metylfenidat;Blekinge län;Män;0­19;323;18,54;128,36;17420
2015;N06BA04 Metylfenidat;Blekinge län;Kvinnor;0­19;118;7,35;44,95;16064
2015;N06BA04 Metylfenidat;Blekinge län;Båda könen;0­19;441;13,17;88,34;33484
2015;N06BA04 Metylfenidat;Skåne län;Män;0­19;2852;18,88;120,32;151045
2015;N06BA04 Metylfenidat;Skåne län;Kvinnor;0­19;1201;8,41;48,96;142869
2015;N06BA04 Metylfenidat;Skåne län;Båda könen;0­19;4053;13,79;85,63;293914
2015;N06BA04 Metylfenidat;Hallands län;Män;0­19;1091;29,09;187,02;37505
2015;N06BA04 Metylfenidat;Hallands län;Kvinnor;0­19;504;14,39;82,63;35024
2015;N06BA04 Metylfenidat;Hallands län;Båda könen;0­19;1595;21,99;136,61;72529
2015;N06BA04 Metylfenidat;Västra Götalands län;Män;0­19;3762;19,79;127,11;190053
2015;N06BA04 Metylfenidat;Västra Götalands län;Kvinnor;0­19;1520;8,50;50,48;178909
2015;N06BA04 Metylfenidat;Västra Götalands län;Båda könen;0­19;5282;14,32;89,95;368962
2015;N06BA04 Metylfenidat;Värmlands län;Män;0­19;729;24,75;155,11;29457
2015;N06BA04 Metylfenidat;Värmlands län;Kvinnor;0­19;331;11,84;75,48;27956
2015;N06BA04 Metylfenidat;Värmlands län;Båda könen;0­19;1060;18,46;116,33;57413
2015;N06BA04 Metylfenidat;Örebro län;Män;0­19;601;17,80;123,19;33770
2015;N06BA04 Metylfenidat;Örebro län;Kvinnor;0­19;241;7,63;48,71;31593
2015;N06BA04 Metylfenidat;Örebro län;Båda könen;0­19;842;12,88;87,19;65363
2015;N06BA04 Metylfenidat;Västmanlands län;Män;0­19;650;21,64;128,48;30043
2015;N06BA04 Metylfenidat;Västmanlands län;Kvinnor;0­19;275;9,71;57,11;28315
2015;N06BA04 Metylfenidat;Västmanlands län;Båda könen;0­19;925;15,85;93,85;58358
2015;N06BA04 Metylfenidat;Dalarnas län;Män;0­19;823;26,50;170,83;31055
2015;N06BA04 Metylfenidat;Dalarnas län;Kvinnor;0­19;330;11,33;69,24;29129
2015;N06BA04 Metylfenidat;Dalarnas län;Båda könen;0­19;1153;19,16;121,66;60184
2015;N06BA04 Metylfenidat;Gävleborgs län;Män;0­19;1290;41,76;251,08;30894
2015;N06BA04 Metylfenidat;Gävleborgs län;Kvinnor;0­19;657;22,57;124,80;29103
2015;N06BA04 Metylfenidat;Gävleborgs län;Båda könen;0­19;1947;32,45;189,83;59997
2015;N06BA04 Metylfenidat;Västernorrlands län;Män;0­19;591;22,06;143,68;26789
2015;N06BA04 Metylfenidat;Västernorrlands län;Kvinnor;0­19;216;8,48;55,58;25460
2015;N06BA04 Metylfenidat;Västernorrlands län;Båda könen;0­19;807;15,45;100,75;52249
2015;N06BA04 Metylfenidat;Jämtlands län;Män;0­19;220;15,86;113,92;13869
2015;N06BA04 Metylfenidat;Jämtlands län;Kvinnor;0­19;95;7,18;49,60;13226
2015;N06BA04 Metylfenidat;Jämtlands län;Båda könen;0­19;315;11,63;82,52;27095
2015;N06BA04 Metylfenidat;Västerbottens län;Män;0­19;834;28,45;197,57;29311
2015;N06BA04 Metylfenidat;Västerbottens län;Kvinnor;0­19;349;12,65;89,42;27579
2015;N06BA04 Metylfenidat;Västerbottens län;Båda könen;0­19;1183;20,79;145,14;56890
2015;N06BA04 Metylfenidat;Norrbottens län;Män;0­19;632;23,77;157,47;26590
2015;N06BA04 Metylfenidat;Norrbottens län;Kvinnor;0­19;233;9,45;57,38;24662
2015;N06BA04 Metylfenidat;Norrbottens län;Båda könen;0­19;865;16,88;109,30;51252
2015;N06BA09 Atomoxetin;Riket;Män;0­19;5728;5,04;31,73;1137412
2015;N06BA09 Atomoxetin;Riket;Kvinnor;0­19;2441;2,28;13,40;1071857
2015;N06BA09 Atomoxetin;Riket;Båda könen;0­19;8169;3,70;22,84;2209269
2015;N06BA09 Atomoxetin;Stockholms län;Män;0­19;1576;5,86;35,71;269117
2015;N06BA09 Atomoxetin;Stockholms län;Kvinnor;0­19;671;2,64;14,65;254543
2015;N06BA09 Atomoxetin;Stockholms län;Båda könen;0­19;2247;4,29;25,48;523660
2015;N06BA09 Atomoxetin;Uppsala län;Män;0­19;257;6,30;37,58;40793
2015;N06BA09 Atomoxetin;Uppsala län;Kvinnor;0­19;104;2,72;18,04;38251
2015;N06BA09 Atomoxetin;Uppsala län;Båda könen;0­19;361;4,57;28,12;79044
2015;N06BA09 Atomoxetin;Södermanlands län;Män;0­19;156;4,68;32,59;33355
2015;N06BA09 Atomoxetin;Södermanlands län;Kvinnor;0­19;60;1,91;11,51;31443
2015;N06BA09 Atomoxetin;Södermanlands län;Båda könen;0­19;216;3,33;22,36;64798
2015;N06BA09 Atomoxetin;Östergötlands län;Män;0­19;283;5,53;34,62;51189
2015;N06BA09 Atomoxetin;Östergötlands län;Kvinnor;0­19;117;2,42;14,66;48307
2015;N06BA09 Atomoxetin;Östergötlands län;Båda könen;0­19;400;4,02;24,93;99496
2015;N06BA09 Atomoxetin;Jönköpings län;Män;0­19;106;2,55;19,23;41596
2015;N06BA09 Atomoxetin;Jönköpings län;Kvinnor;0­19;42;1,08;6,12;39055
2015;N06BA09 Atomoxetin;Jönköpings län;Båda könen;0­19;148;1,84;12,88;80651
2015;N06BA09 Atomoxetin;Kronobergs län;Män;0­19;85;3,80;26,47;22369
2015;N06BA09 Atomoxetin;Kronobergs län;Kvinnor;0­19;35;1,67;10,05;20998
2015;N06BA09 Atomoxetin;Kronobergs län;Båda könen;0­19;120;2,77;18,52;43367
2015;N06BA09 Atomoxetin;Kalmar län;Män;0­19;103;4,08;31,45;25248
2015;N06BA09 Atomoxetin;Kalmar län;Kvinnor;0­19;40;1,68;11,75;23750
2015;N06BA09 Atomoxetin;Kalmar län;Båda könen;0­19;143;2,92;21,90;48998
2015;N06BA09 Atomoxetin;Gotlands län;Män;0­19;43;7,23;46,10;5944
2015;N06BA09 Atomoxetin;Gotlands län;Kvinnor;0­19;22;3,91;27,04;5621
2015;N06BA09 Atomoxetin;Gotlands län;Båda könen;0­19;65;5,62;36,84;11565
2015;N06BA09 Atomoxetin;Blekinge län;Män;0­19;81;4,65;31,40;17420
2015;N06BA09 Atomoxetin;Blekinge län;Kvinnor;0­19;22;1,37;11,27;16064
2015;N06BA09 Atomoxetin;Blekinge län;Båda könen;0­19;103;3,08;21,74;33484
2015;N06BA09 Atomoxetin;Skåne län;Män;0­19;712;4,71;28,47;151045
2015;N06BA09 Atomoxetin;Skåne län;Kvinnor;0­19;303;2,12;11,81;142869
2015;N06BA09 Atomoxetin;Skåne län;Båda könen;0­19;1015;3,45;20,37;293914
2015;N06BA09 Atomoxetin;Hallands län;Män;0­19;262;6,99;40,95;37505
2015;N06BA09 Atomoxetin;Hallands län;Kvinnor;0­19;131;3,74;21,61;35024
2015;N06BA09 Atomoxetin;Hallands län;Båda könen;0­19;393;5,42;31,61;72529
2015;N06BA09 Atomoxetin;Västra Götalands län;Män;0­19;772;4,06;26,30;190053
2015;N06BA09 Atomoxetin;Västra Götalands län;Kvinnor;0­19;335;1,87;11,24;178909
2015;N06BA09 Atomoxetin;Västra Götalands län;Båda könen;0­19;1107;3,00;19,00;368962
2015;N06BA09 Atomoxetin;Värmlands län;Män;0­19;52;1,77;11,41;29457
2015;N06BA09 Atomoxetin;Värmlands län;Kvinnor;0­19;27;0,97;6,19;27956
2015;N06BA09 Atomoxetin;Värmlands län;Båda könen;0­19;79;1,38;8,87;57413
2015;N06BA09 Atomoxetin;Örebro län;Män;0­19;152;4,50;28,49;33770
2015;N06BA09 Atomoxetin;Örebro län;Kvinnor;0­19;49;1,55;9,88;31593
2015;N06BA09 Atomoxetin;Örebro län;Båda könen;0­19;201;3,08;19,49;65363
2015;N06BA09 Atomoxetin;Västmanlands län;Män;0­19;120;3,99;22,10;30043
2015;N06BA09 Atomoxetin;Västmanlands län;Kvinnor;0­19;43;1,52;8,44;28315
2015;N06BA09 Atomoxetin;Västmanlands län;Båda könen;0­19;163;2,79;15,47;58358
2015;N06BA09 Atomoxetin;Dalarnas län;Män;0­19;185;5,96;38,42;31055
2015;N06BA09 Atomoxetin;Dalarnas län;Kvinnor;0­19;93;3,19;16,68;29129
2015;N06BA09 Atomoxetin;Dalarnas län;Båda könen;0­19;278;4,62;27,90;60184
2015;N06BA09 Atomoxetin;Gävleborgs län;Män;0­19;243;7,87;46,29;30894
2015;N06BA09 Atomoxetin;Gävleborgs län;Kvinnor;0­19;124;4,26;23,43;29103
2015;N06BA09 Atomoxetin;Gävleborgs län;Båda könen;0­19;367;6,12;35,20;59997
2015;N06BA09 Atomoxetin;Västernorrlands län;Män;0­19;152;5,67;34,23;26789
2015;N06BA09 Atomoxetin;Västernorrlands län;Kvinnor;0­19;65;2,55;15,67;25460
2015;N06BA09 Atomoxetin;Västernorrlands län;Båda könen;0­19;217;4,15;25,19;52249
2015;N06BA09 Atomoxetin;Jämtlands län;Män;0­19;61;4,40;27,90;13869
2015;N06BA09 Atomoxetin;Jämtlands län;Kvinnor;0­19;29;2,19;14,37;13226
2015;N06BA09 Atomoxetin;Jämtlands län;Båda könen;0­19;90;3,32;21,30;27095
2015;N06BA09 Atomoxetin;Västerbottens län;Män;0­19;182;6,21;40,77;29311
2015;N06BA09 Atomoxetin;Västerbottens län;Kvinnor;0­19;78;2,83;17,59;27579
2015;N06BA09 Atomoxetin;Västerbottens län;Båda könen;0­19;260;4,57;29,53;56890
2015;N06BA09 Atomoxetin;Norrbottens län;Män;0­19;146;5,49;36,18;26590
2015;N06BA09 Atomoxetin;Norrbottens län;Kvinnor;0­19;58;2,35;13,02;24662
2015;N06BA09 Atomoxetin;Norrbottens län;Båda könen;0­19;204;3,98;25,03;51252
2015;N06BA12 Lisdexamfetamin;Riket;Män;0­19;5172;4,55;18,93;1137412
2015;N06BA12 Lisdexamfetamin;Riket;Kvinnor;0­19;2546;2,38;9,29;1071857
2015;N06BA12 Lisdexamfetamin;Riket;Båda könen;0­19;7718;3,49;14,25;2209269
2015;N06BA12 Lisdexamfetamin;Stockholms län;Män;0­19;1393;5,18;19,89;269117
2015;N06BA12 Lisdexamfetamin;Stockholms län;Kvinnor;0­19;746;2,93;10,25;254543
2015;N06BA12 Lisdexamfetamin;Stockholms län;Båda könen;0­19;2139;4,08;15,21;523660
2015;N06BA12 Lisdexamfetamin;Uppsala län;Män;0­19;297;7,28;30,81;40793
2015;N06BA12 Lisdexamfetamin;Uppsala län;Kvinnor;0­19;103;2,69;11,84;38251
2015;N06BA12 Lisdexamfetamin;Uppsala län;Båda könen;0­19;400;5,06;21,63;79044
2015;N06BA12 Lisdexamfetamin;Södermanlands län;Män;0­19;305;9,14;45,57;33355
2015;N06BA12 Lisdexamfetamin;Södermanlands län;Kvinnor;0­19;131;4,17;18,73;31443
2015;N06BA12 Lisdexamfetamin;Södermanlands län;Båda könen;0­19;436;6,73;32,55;64798
2015;N06BA12 Lisdexamfetamin;Östergötlands län;Män;0­19;225;4,40;17,00;51189
2015;N06BA12 Lisdexamfetamin;Östergötlands län;Kvinnor;0­19;136;2,82;11,34;48307
2015;N06BA12 Lisdexamfetamin;Östergötlands län;Båda könen;0­19;361;3,63;14,25;99496
2015;N06BA12 Lisdexamfetamin;Jönköpings län;Män;0­19;119;2,86;12,28;41596
2015;N06BA12 Lisdexamfetamin;Jönköpings län;Kvinnor;0­19;52;1,33;5,22;39055
2015;N06BA12 Lisdexamfetamin;Jönköpings län;Båda könen;0­19;171;2,12;8,87;80651
2015;N06BA12 Lisdexamfetamin;Kronobergs län;Män;0­19;65;2,91;11,27;22369
2015;N06BA12 Lisdexamfetamin;Kronobergs län;Kvinnor;0­19;21;1,00;4,62;20998
